id,name,area,sub,skill_type,t_category,confidence,rationale,area_proxy_t,review_flag
TRD-EXP-006,Export Control Classification,Import-Export & Trade,Export Operations,Technical,role_specific,medium,"domain expertise fallback (type=Technical, area=Import-Export & Trade)",role_specific,
TRD-EXP-007,Denied Party Screening,Import-Export & Trade,Export Operations,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Import-Export & Trade)",role_specific,
TRD-EXP-008,International Shipping Coordination,Import-Export & Trade,Export Operations,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Import-Export & Trade)",role_specific,
TRD-IMP-001,Import Documentation & Classification,Import-Export & Trade,Import Operations,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Import-Export & Trade)",role_specific,
TRD-IMP-002,Customs Broker Coordination,Import-Export & Trade,Import Operations,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Import-Export & Trade)",role_specific,
TRD-IMP-003,Duty & Tariff Management,Import-Export & Trade,Import Operations,Technical,role_specific,medium,"domain expertise fallback (type=Technical, area=Import-Export & Trade)",role_specific,
TRD-IMP-004,Bonded Warehouse & FTZ Operations,Import-Export & Trade,Import Operations,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Import-Export & Trade)",role_specific,
TRD-LOG-013,Incoterms Application,Import-Export & Trade,International Logistics,Technical,role_specific,medium,"domain expertise fallback (type=Technical, area=Import-Export & Trade)",role_specific,
TRD-LOG-014,Country-of-Origin Determination,Import-Export & Trade,International Logistics,Technical,role_specific,medium,"domain expertise fallback (type=Technical, area=Import-Export & Trade)",role_specific,
TRD-LOG-015,Trade Agreement Utilization,Import-Export & Trade,International Logistics,Technical,role_specific,medium,"domain expertise fallback (type=Technical, area=Import-Export & Trade)",role_specific,
TRD-LOG-016,International Payment & Banking,Import-Export & Trade,International Logistics,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Import-Export & Trade)",role_specific,
TRD-RSK-017,Trade Risk Assessment,Import-Export & Trade,Trade Risk,Technical,role_specific,medium,"domain expertise fallback (type=Technical, area=Import-Export & Trade)",role_specific,
TRD-RSK-018,Anti-Bribery & Anti-Corruption Awareness,Import-Export & Trade,Trade Risk,Behavioral,role_specific,low,"domain expertise fallback (type=Behavioral, area=Import-Export & Trade)",role_specific,REVIEW
WHL-DOC-001,Warehouse Record Keeping,Warehouse & Logistics,Documentation & Compliance,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Warehouse & Logistics)",role_specific,
WHL-DOC-002,Returns & RMA Processing,Warehouse & Logistics,Documentation & Compliance,Behavioral,role_specific,low,"domain expertise fallback (type=Behavioral, area=Warehouse & Logistics)",role_specific,REVIEW
WHL-INV-001,Cycle Counting,Warehouse & Logistics,Inventory Management,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Warehouse & Logistics)",role_specific,
WHL-INV-002,Inventory Accuracy Maintenance,Warehouse & Logistics,Inventory Management,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Warehouse & Logistics)",role_specific,
WHL-INV-003,Stock Location Management,Warehouse & Logistics,Inventory Management,Technical,role_specific,medium,"domain expertise fallback (type=Technical, area=Warehouse & Logistics)",role_specific,
WHL-INV-004,Reorder Point Monitoring,Warehouse & Logistics,Inventory Management,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Warehouse & Logistics)",role_specific,
WHL-MHE-001,Forklift Operation,Warehouse & Logistics,Material Handling Equipment,Technical,technical,high,explicit rubric anchor/edge-case decision,role_specific,REVIEW
WHL-MHE-002,Pallet Jack Operation,Warehouse & Logistics,Material Handling Equipment,Operational,technical,medium,"equipment/hardware hands-on signal (area=Warehouse & Logistics, kw=True)",role_specific,REVIEW
WHL-MHE-003,Equipment Pre-Use Inspection,Warehouse & Logistics,Material Handling Equipment,Safety,technical,medium,"equipment/hardware hands-on signal (area=Warehouse & Logistics, kw=True)",role_specific,REVIEW
WHL-PICK-001,Order Picking,Warehouse & Logistics,Picking & Order Fulfillment,Operational,digital,medium,"digital tech build/operate signal (area=Warehouse & Logistics, kw=True)",role_specific,REVIEW
WHL-PICK-002,Kitting & Assembly Staging,Warehouse & Logistics,Picking & Order Fulfillment,Technical,role_specific,medium,"domain expertise fallback (type=Technical, area=Warehouse & Logistics)",role_specific,
WHL-PICK-003,Batch & Wave Processing,Warehouse & Logistics,Picking & Order Fulfillment,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Warehouse & Logistics)",role_specific,
WHL-RCV-001,Inbound Shipment Processing,Warehouse & Logistics,Receiving & Inbound,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Warehouse & Logistics)",role_specific,
WHL-RCV-002,Dock Operations,Warehouse & Logistics,Receiving & Inbound,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Warehouse & Logistics)",role_specific,
WHL-RCV-003,Incoming Quality Verification,Warehouse & Logistics,Receiving & Inbound,Technical,role_specific,medium,"domain expertise fallback (type=Technical, area=Warehouse & Logistics)",role_specific,
WHL-SAFE-001,Warehouse Traffic Safety,Warehouse & Logistics,Warehouse Safety,Safety,process,high,safety methodology -> Process,role_specific,REVIEW
WHL-SAFE-002,Load Securing & Stacking,Warehouse & Logistics,Warehouse Safety,Safety,process,high,safety methodology -> Process,role_specific,REVIEW
WHL-SAFE-003,Ergonomic Lifting Practices,Warehouse & Logistics,Warehouse Safety,Safety,process,high,safety methodology -> Process,role_specific,REVIEW
WHL-SHIP-001,Packing & Packaging,Warehouse & Logistics,Packing & Shipping,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Warehouse & Logistics)",role_specific,
WHL-SHIP-002,Shipping Documentation,Warehouse & Logistics,Packing & Shipping,Operational,role_specific,medium,"domain expertise fallback (type=Operational, area=Warehouse & Logistics)",role_specific,
WHL-SHIP-003,Carrier Coordination,Warehouse & Logistics,Packing & Shipping,Behavioral,role_specific,low,"domain expertise fallback (type=Behavioral, area=Warehouse & Logistics)",role_specific,REVIEW
WHL-SHIP-004,Hazardous Materials Shipping,Warehouse & Logistics,Packing & Shipping,Safety,process,high,safety methodology -> Process,role_specific,REVIEW
WHL-SYS-001,WMS Navigation,Warehouse & Logistics,Warehouse Systems & Technology,Technical,role_specific,medium,"domain expertise fallback (type=Technical, area=Warehouse & Logistics)",role_specific,
WHL-SYS-002,RF Scanner / Barcode Use,Warehouse & Logistics,Warehouse Systems & Technology,Technical,role_specific,medium,"domain expertise fallback (type=Technical, area=Warehouse & Logistics)",role_specific,
WHL-SYS-003,ERP Warehouse Transactions,Warehouse & Logistics,Warehouse Systems & Technology,Technical,role_specific,medium,"domain expertise fallback (type=Technical, area=Warehouse & Logistics)",role_specific,
