id,name,area,sub,skill_type,desc
TRD-IMP-003,Duty & Tariff Management,Import-Export & Trade,Import Operations,Technical,Has foundational knowledge of duty & tariff management and can describe its purpose and key concepts. Performs basic tasks in this area with guidance and supervision from experienced team members.
TRD-IMP-004,Bonded Warehouse & FTZ Operations,Import-Export & Trade,Import Operations,Operational,Manages operations within bonded warehouses or foreign trade zones (FTZs) in compliance with U.S. Customs requirements. Maintains accurate inventory records and zone documentation.
TRD-LOG-013,Incoterms Application,Import-Export & Trade,International Logistics,Technical,Has foundational knowledge of incoterms application and can describe its purpose and key concepts. Performs basic tasks in this area with guidance and supervision from experienced team members.
TRD-LOG-014,Country-of-Origin Determination,Import-Export & Trade,International Logistics,Technical,Has foundational knowledge of country-of-origin determination and can describe its purpose and key concepts. Performs basic tasks in this area with guidance and supervision from experienced team members.
TRD-LOG-015,Trade Agreement Utilization,Import-Export & Trade,International Logistics,Technical,Has foundational knowledge of trade agreement utilization and can describe its purpose and key concepts. Performs basic tasks in this area with guidance and supervision from experienced team members.
TRD-LOG-016,International Payment & Banking,Import-Export & Trade,International Logistics,Operational,Optimizes processes and sets organizational standards for international payment & banking. Ensures payment terms align with trade agreements and risk tolerance. Identifies improvement opportunities
TRD-RSK-017,Trade Risk Assessment,Import-Export & Trade,Trade Risk,Technical,Has foundational knowledge of trade risk assessment and can describe its purpose and key concepts. Performs basic tasks in this area with guidance and supervision from experienced team members.
TRD-RSK-018,Anti-Bribery & Anti-Corruption Awareness,Import-Export & Trade,Trade Risk,Behavioral,Recognizes the importance of anti-bribery & anti-corruption awareness and understands what good practice looks like. Demonstrates this behavior in familiar situations and seeks feedback to improve.
WHL-DOC-001,Warehouse Record Keeping,Warehouse & Logistics,Documentation & Compliance,Operational,Understands the purpose and basic steps involved in warehouse record keeping. Can complete routine tasks with clear instructions and support from experienced team members.
WHL-DOC-002,Returns & RMA Processing,Warehouse & Logistics,Documentation & Compliance,Behavioral,Optimizes processes and sets organizational standards for returns & rma processing. Follows established procedures to maintain inventory accuracy and customer satisfaction. Identifies improvement opportunities
WHL-INV-001,Cycle Counting,Warehouse & Logistics,Inventory Management,Operational,Optimizes processes and sets organizational standards for cycle counting. Investigates and reconciles discrepancies between physical counts and system records. Identifies improvement opportunities
WHL-INV-002,Inventory Accuracy Maintenance,Warehouse & Logistics,Inventory Management,Operational,Optimizes processes and sets organizational standards for inventory accuracy maintenance. Ensures all material movements are recorded in real time to prevent stock discrepancies. Identifies improvement opportunities
WHL-INV-003,Stock Location Management,Warehouse & Logistics,Inventory Management,Technical,Has foundational knowledge of stock location management and can describe its purpose and key concepts. Performs basic tasks in this area with guidance and supervision from experienced team members.
WHL-INV-004,Reorder Point Monitoring,Warehouse & Logistics,Inventory Management,Operational,Monitors inventory levels against established minimums and reorder points. Communicates stock status to purchasing or planning teams to prevent shortages and production delays.
WHL-MHE-001,Forklift Operation,Warehouse & Logistics,Material Handling Equipment,Technical,Has foundational knowledge of forklift operation and can describe its purpose and key concepts. Performs basic tasks in this area with guidance and supervision from experienced team members.
WHL-MHE-002,Pallet Jack Operation,Warehouse & Logistics,Material Handling Equipment,Operational,Uses manual and electric pallet jacks to move materials within the warehouse. Follows safe load handling practices and navigates aisles without causing product or facility damage.
WHL-MHE-003,Equipment Pre-Use Inspection,Warehouse & Logistics,Material Handling Equipment,Safety,Understands the importance of equipment pre-use inspection and can describe why it matters for workplace safety. Follows basic safety procedures with direct supervision and asks questions when unsure.
WHL-PICK-001,Order Picking,Warehouse & Logistics,Picking & Order Fulfillment,Operational,Optimizes processes and sets organizational standards for order picking. Maintains speed and accuracy to meet fulfillment targets. Identifies improvement opportunities
WHL-PICK-002,Kitting & Assembly Staging,Warehouse & Logistics,Picking & Order Fulfillment,Technical,Has foundational knowledge of kitting & assembly staging and can describe its purpose and key concepts. Performs basic tasks in this area with guidance and supervision from experienced team members.
WHL-PICK-003,Batch & Wave Processing,Warehouse & Logistics,Picking & Order Fulfillment,Operational,Understands the purpose and basic steps involved in batch & wave processing. Can complete routine tasks with clear instructions and support from experienced team members.
WHL-RCV-001,Inbound Shipment Processing,Warehouse & Logistics,Receiving & Inbound,Operational,Understands the purpose and basic steps involved in inbound shipment processing. Can complete routine tasks with clear instructions and support from experienced team members.
WHL-RCV-002,Dock Operations,Warehouse & Logistics,Receiving & Inbound,Operational,Optimizes processes and sets organizational standards for dock operations. Coordinates with carriers and internal teams to maintain efficient dock flow. Identifies improvement opportunities
WHL-RCV-003,Incoming Quality Verification,Warehouse & Logistics,Receiving & Inbound,Technical,Has foundational knowledge of incoming quality verification and can describe its purpose and key concepts. Performs basic tasks in this area with guidance and supervision from experienced team members.
WHL-SAFE-001,Warehouse Traffic Safety,Warehouse & Logistics,Warehouse Safety,Safety,Understands the importance of warehouse traffic safety and can describe why it matters for workplace safety. Follows basic safety procedures with direct supervision and asks questions when unsure.
WHL-SAFE-002,Load Securing & Stacking,Warehouse & Logistics,Warehouse Safety,Safety,Understands the importance of load securing & stacking and can describe why it matters for workplace safety. Follows basic safety procedures with direct supervision and asks questions when unsure.
WHL-SAFE-003,Ergonomic Lifting Practices,Warehouse & Logistics,Warehouse Safety,Safety,Understands the importance of ergonomic lifting practices and can describe why it matters for workplace safety. Follows basic safety procedures with direct supervision and asks questions when unsure.
WHL-SHIP-001,Packing & Packaging,Warehouse & Logistics,Packing & Shipping,Operational,Optimizes processes and sets organizational standards for packing & packaging. Follows packing standards and customer-specific packaging requirements. Identifies improvement opportunities
WHL-SHIP-002,Shipping Documentation,Warehouse & Logistics,Packing & Shipping,Operational,Optimizes processes and sets organizational standards for shipping documentation. Ensures compliance with domestic and international shipping regulations. Identifies improvement opportunities
WHL-SHIP-003,Carrier Coordination,Warehouse & Logistics,Packing & Shipping,Behavioral,Consistently models exemplary carrier coordination and is recognized as a standard-setter in this area. Resolves shipping discrepancies and coordinates expedited shipments when needed. Coaches others
WHL-SHIP-004,Hazardous Materials Shipping,Warehouse & Logistics,Packing & Shipping,Safety,Understands the importance of hazardous materials shipping and can describe why it matters for workplace safety. Follows basic safety procedures with direct supervision and asks questions when unsure.
WHL-SYS-001,WMS Navigation,Warehouse & Logistics,Warehouse Systems & Technology,Technical,Has foundational knowledge of wms navigation and can describe its purpose and key concepts. Performs basic tasks in this area with guidance and supervision from experienced team members.
WHL-SYS-002,RF Scanner / Barcode Use,Warehouse & Logistics,Warehouse Systems & Technology,Technical,Has foundational knowledge of rf scanner / barcode use and can describe its purpose and key concepts. Performs basic tasks in this area with guidance and supervision from experienced team members.
WHL-SYS-003,ERP Warehouse Transactions,Warehouse & Logistics,Warehouse Systems & Technology,Technical,Has foundational knowledge of erp warehouse transactions and can describe its purpose and key concepts. Performs basic tasks in this area with guidance and supervision from experienced team members.
